shana|hodesh|train_station_nm|station_status_nm|status_count
"2015"|"1"|"אשדוד עד הלום"|"איחור"|"33"
"2015"|"1"|"אשדוד עד הלום"|"בזמן"|"1625"
"2015"|"1"|"אשדוד עד הלום"|"הקדמה ביציאה"|"17"
"2015"|"1"|"אשקלון"|"איחור"|"34"
"2015"|"1"|"אשקלון"|"בזמן"|"1873"
"2015"|"1"|"אשקלון"|"הקדמה ביציאה"|"7"
"2015"|"1"|"באר יעקב"|"איחור"|"25"
"2015"|"1"|"באר יעקב"|"בזמן"|"1078"
"2015"|"1"|"באר יעקב"|"הקדמה ביציאה"|"42"
"2015"|"1"|"באר שבע מרכז"|"איחור"|"62"
"2015"|"1"|"באר שבע מרכז"|"בזמן"|"1088"
"2015"|"1"|"באר שבע מרכז"|"הקדמה ביציאה"|"1"
"2015"|"1"|"באר שבע צפון"|"איחור"|"65"
"2015"|"1"|"באר שבע צפון"|"בזמן"|"1188"
"2015"|"1"|"באר שבע צפון"|"הקדמה ביציאה"|"21"
"2015"|"1"|"בית יהושע"|"איחור"|"74"
"2015"|"1"|"בית יהושע"|"בזמן"|"1854"
"2015"|"1"|"בית יהושע"|"הקדמה ביציאה"|"50"
"2015"|"1"|"בית שמש"|"איחור"|"64"
"2015"|"1"|"בית שמש"|"בזמן"|"375"
"2015"|"1"|"בית שמש"|"הקדמה ביציאה"|"19"
"2015"|"1"|"בני ברק"|"איחור"|"17"
"2015"|"1"|"בני ברק"|"בזמן"|"1482"
"2015"|"1"|"בני ברק"|"הקדמה ביציאה"|"103"
"2015"|"1"|"בנימינה"|"איחור"|"165"
"2015"|"1"|"בנימינה"|"בזמן"|"2164"
"2015"|"1"|"בנימינה"|"הקדמה ביציאה"|"329"
"2015"|"1"|"בת גלים"|"איחור"|"162"
"2015"|"1"|"בת גלים"|"בזמן"|"3058"
"2015"|"1"|"בת גלים"|"הקדמה ביציאה"|"263"
"2015"|"1"|"בת ים יוספטל"|"איחור"|"22"
"2015"|"1"|"בת ים יוספטל"|"בזמן"|"977"
"2015"|"1"|"בת ים יוספטל"|"הקדמה ביציאה"|"61"
"2015"|"1"|"בת ים קוממיות"|"איחור"|"20"
"2015"|"1"|"בת ים קוממיות"|"בזמן"|"1133"
"2015"|"1"|"בת ים קוממיות"|"הקדמה ביציאה"|"11"
"2015"|"1"|"דימונה"|"איחור"|"7"
"2015"|"1"|"דימונה"|"בזמן"|"118"
"2015"|"1"|"הוד השרון"|"איחור"|"16"
"2015"|"1"|"הוד השרון"|"בזמן"|"1146"
"2015"|"1"|"הוד השרון"|"הקדמה ביציאה"|"2"
"2015"|"1"|"הרצליה"|"איחור"|"132"
"2015"|"1"|"הרצליה"|"בזמן"|"2337"
"2015"|"1"|"הרצליה"|"הקדמה ביציאה"|"133"
"2015"|"1"|"חדרה מערב"|"איחור"|"75"
"2015"|"1"|"חדרה מערב"|"בזמן"|"1175"
"2015"|"1"|"חדרה מערב"|"הקדמה ביציאה"|"169"
"2015"|"1"|"חולון וולפסון"|"איחור"|"21"
"2015"|"1"|"חולון וולפסון"|"בזמן"|"1216"
"2015"|"1"|"חולון וולפסון"|"הקדמה ביציאה"|"5"
"2015"|"1"|"חוף הכרמל"|"איחור"|"186"
"2015"|"1"|"חוף הכרמל"|"בזמן"|"3097"
"2015"|"1"|"חוף הכרמל"|"הקדמה ביציאה"|"316"
"2015"|"1"|"חוצות מפרץ"|"איחור"|"48"
"2015"|"1"|"חוצות מפרץ"|"בזמן"|"1140"
"2015"|"1"|"חוצות מפרץ"|"הקדמה ביציאה"|"88"
"2015"|"1"|"חיפה מרכז"|"איחור"|"176"
"2015"|"1"|"חיפה מרכז"|"בזמן"|"3221"
"2015"|"1"|"חיפה מרכז"|"הקדמה ביציאה"|"305"
"2015"|"1"|"יבנה מזרח"|"איחור"|"16"
"2015"|"1"|"יבנה מזרח"|"בזמן"|"340"
"2015"|"1"|"יבנה מזרח"|"הקדמה ביציאה"|"254"
"2015"|"1"|"יבנה מערב"|"איחור"|"14"
"2015"|"1"|"יבנה מערב"|"בזמן"|"945"
"2015"|"1"|"יבנה מערב"|"הקדמה ביציאה"|"14"
"2015"|"1"|"כפר חבד"|"איחור"|"18"
"2015"|"1"|"כפר חבד"|"בזמן"|"731"
"2015"|"1"|"כפר חבד"|"הקדמה ביציאה"|"6"
"2015"|"1"|"כפר סבא"|"איחור"|"24"
"2015"|"1"|"כפר סבא"|"בזמן"|"1598"
"2015"|"1"|"כפר סבא"|"הקדמה ביציאה"|"5"
"2015"|"1"|"לא ידוע קוד 6500"|"איחור"|"4"
"2015"|"1"|"לא ידוע קוד 6500"|"בזמן"|"129"
"2015"|"1"|"לא ידוע קוד 6500"|"הקדמה ביציאה"|"43"
"2015"|"1"|"לא ידוע קוד 6700"|"איחור"|"9"
"2015"|"1"|"לא ידוע קוד 6700"|"בזמן"|"306"
"2015"|"1"|"לא ידוע קוד 800"|"איחור"|"123"
"2015"|"1"|"לא ידוע קוד 800"|"בזמן"|"1950"
"2015"|"1"|"לא ידוע קוד 800"|"הקדמה ביציאה"|"984"
"2015"|"1"|"להבים רהט"|"איחור"|"39"
"2015"|"1"|"להבים רהט"|"בזמן"|"825"
"2015"|"1"|"להבים רהט"|"הקדמה ביציאה"|"32"
"2015"|"1"|"לוד"|"איחור"|"147"
"2015"|"1"|"לוד"|"בזמן"|"3606"
"2015"|"1"|"לוד"|"הקדמה ביציאה"|"78"
"2015"|"1"|"לוד גני אביב"|"איחור"|"21"
"2015"|"1"|"לוד גני אביב"|"בזמן"|"440"
"2015"|"1"|"לוד גני אביב"|"הקדמה ביציאה"|"332"
"2015"|"1"|"מודיעין מרכז"|"איחור"|"36"
"2015"|"1"|"מודיעין מרכז"|"בזמן"|"1432"
"2015"|"1"|"מודיעין מרכז"|"הקדמה ביציאה"|"1"
"2015"|"1"|"מרכזית מפרץ-חוף"|"איחור"|"113"
"2015"|"1"|"מרכזית מפרץ-חוף"|"בזמן"|"2199"
"2015"|"1"|"מרכזית מפרץ-חוף"|"הקדמה ביציאה"|"550"
"2015"|"1"|"נהרייה"|"איחור"|"89"
"2015"|"1"|"נהרייה"|"בזמן"|"2011"
"2015"|"1"|"נהרייה"|"הקדמה ביציאה"|"1"
"2015"|"1"|"נתב"ג"|"איחור"|"61"
"2015"|"1"|"נתב"ג"|"בזמן"|"1628"
"2015"|"1"|"נתב"ג"|"הקדמה ביציאה"|"201"
"2015"|"1"|"נתניה"|"איחור"|"87"
"2015"|"1"|"נתניה"|"בזמן"|"2040"
"2015"|"1"|"נתניה"|"הקדמה ביציאה"|"145"
"2015"|"1"|"סגולה"|"איחור"|"15"
"2015"|"1"|"סגולה"|"בזמן"|"1679"
"2015"|"1"|"סגולה"|"הקדמה ביציאה"|"3"
"2015"|"1"|"עכו"|"איחור"|"107"
"2015"|"1"|"עכו"|"בזמן"|"2262"
"2015"|"1"|"עכו"|"הקדמה ביציאה"|"193"
"2015"|"1"|"עתלית"|"איחור"|"40"
"2015"|"1"|"עתלית"|"בזמן"|"600"
"2015"|"1"|"עתלית"|"הקדמה ביציאה"|"161"
"2015"|"1"|"פאתי מודיעין"|"איחור"|"35"
"2015"|"1"|"פאתי מודיעין"|"בזמן"|"1274"
"2015"|"1"|"פאתי מודיעין"|"הקדמה ביציאה"|"252"
"2015"|"1"|"צומת חולון"|"איחור"|"20"
"2015"|"1"|"צומת חולון"|"בזמן"|"1126"
"2015"|"1"|"צומת חולון"|"הקדמה ביציאה"|"65"
"2015"|"1"|"קיסריה פרדס חנה"|"איחור"|"60"
"2015"|"1"|"קיסריה פרדס חנה"|"בזמן"|"840"
"2015"|"1"|"קיסריה פרדס חנה"|"הקדמה ביציאה"|"171"
"2015"|"1"|"קרית אריה"|"איחור"|"63"
"2015"|"1"|"קרית אריה"|"בזמן"|"12"
"2015"|"1"|"קרית אריה"|"הקדמה ביציאה"|"924"
"2015"|"1"|"קרית גת"|"איחור"|"53"
"2015"|"1"|"קרית גת"|"בזמן"|"1095"
"2015"|"1"|"קרית גת"|"הקדמה ביציאה"|"14"
"2015"|"1"|"קרית חיים"|"איחור"|"79"
"2015"|"1"|"קרית חיים"|"בזמן"|"1303"
"2015"|"1"|"קרית חיים"|"הקדמה ביציאה"|"401"
"2015"|"1"|"ראש העין צפון"|"איחור"|"20"
"2015"|"1"|"ראש העין צפון"|"בזמן"|"1615"
"2015"|"1"|"ראש העין צפון"|"הקדמה ביציאה"|"5"
"2015"|"1"|"ראשונים"|"איחור"|"13"
"2015"|"1"|"ראשונים"|"בזמן"|"669"
"2015"|"1"|"ראשונים"|"הקדמה ביציאה"|"1"
"2015"|"1"|"רחובות"|"איחור"|"37"
"2015"|"1"|"רחובות"|"בזמן"|"1328"
"2015"|"1"|"רחובות"|"הקדמה ביציאה"|"45"
"2015"|"1"|"רמלה"|"איחור"|"81"
"2015"|"1"|"רמלה"|"בזמן"|"553"
"2015"|"1"|"רמלה"|"הקדמה ביציאה"|"698"
"2015"|"1"|"רשל"צ משה דיין"|"איחור"|"26"
"2015"|"1"|"רשל"צ משה דיין"|"בזמן"|"1427"
"2015"|"1"|"רשל"צ משה דיין"|"הקדמה ביציאה"|"3"
"2015"|"1"|"שדרות"|"איחור"|"10"
"2015"|"1"|"שדרות"|"בזמן"|"933"
"2015"|"1"|"שדרות"|"הקדמה ביציאה"|"26"
"2015"|"1"|"תא אוניברסיטה"|"איחור"|"260"
"2015"|"1"|"תא אוניברסיטה"|"בזמן"|"5942"
"2015"|"1"|"תא אוניברסיטה"|"הקדמה ביציאה"|"254"
"2015"|"1"|"תל אביב ההגנה"|"איחור"|"278"
"2015"|"1"|"תל אביב ההגנה"|"בזמן"|"6504"
"2015"|"1"|"תל אביב ההגנה"|"הקדמה ביציאה"|"366"
"2015"|"1"|"תל אביב השלום"|"איחור"|"311"
"2015"|"1"|"תל אביב השלום"|"בזמן"|"6221"
"2015"|"1"|"תל אביב השלום"|"הקדמה ביציאה"|"332"
"2015"|"1"|"תל אביב מרכז"|"איחור"|"368"
"2015"|"1"|"תל אביב מרכז"|"בזמן"|"5577"
"2015"|"1"|"תל אביב מרכז"|"הקדמה ביציאה"|"883"
"2015"|"2"|"אשדוד עד הלום"|"איחור"|"15"
"2015"|"2"|"אשדוד עד הלום"|"בזמן"|"1604"
"2015"|"2"|"אשדוד עד הלום"|"הקדמה ביציאה"|"16"
"2015"|"2"|"אשקלון"|"איחור"|"12"
"2015"|"2"|"אשקלון"|"בזמן"|"1824"
"2015"|"2"|"אשקלון"|"הקדמה ביציאה"|"6"
"2015"|"2"|"באר יעקב"|"איחור"|"16"
"2015"|"2"|"באר יעקב"|"בזמן"|"1024"
"2015"|"2"|"באר יעקב"|"הקדמה ביציאה"|"21"
"2015"|"2"|"באר שבע מרכז"|"איחור"|"26"
"2015"|"2"|"באר שבע מרכז"|"בזמן"|"1008"
"2015"|"2"|"באר שבע צפון"|"איחור"|"38"
"2015"|"2"|"באר שבע צפון"|"בזמן"|"1045"
"2015"|"2"|"באר שבע צפון"|"הקדמה ביציאה"|"31"
"2015"|"2"|"בית יהושע"|"איחור"|"49"
"2015"|"2"|"בית יהושע"|"בזמן"|"1751"
"2015"|"2"|"בית יהושע"|"הקדמה ביציאה"|"58"
"2015"|"2"|"בית שמש"|"איחור"|"58"
"2015"|"2"|"בית שמש"|"בזמן"|"377"
"2015"|"2"|"בית שמש"|"הקדמה ביציאה"|"9"
"2015"|"2"|"בני ברק"|"איחור"|"14"
"2015"|"2"|"בני ברק"|"בזמן"|"1409"
"2015"|"2"|"בני ברק"|"הקדמה ביציאה"|"100"
"2015"|"2"|"בנימינה"|"איחור"|"107"
"2015"|"2"|"בנימינה"|"בזמן"|"1917"
"2015"|"2"|"בנימינה"|"הקדמה ביציאה"|"324"
"2015"|"2"|"בת גלים"|"איחור"|"96"
"2015"|"2"|"בת גלים"|"בזמן"|"2817"
"2015"|"2"|"בת גלים"|"הקדמה ביציאה"|"228"
"2015"|"2"|"בת ים יוספטל"|"איחור"|"11"
"2015"|"2"|"בת ים יוספטל"|"בזמן"|"964"
"2015"|"2"|"בת ים יוספטל"|"הקדמה ביציאה"|"44"
"2015"|"2"|"בת ים קוממיות"|"איחור"|"11"
"2015"|"2"|"בת ים קוממיות"|"בזמן"|"1073"
"2015"|"2"|"בת ים קוממיות"|"הקדמה ביציאה"|"4"
"2015"|"2"|"דימונה"|"איחור"|"3"
"2015"|"2"|"דימונה"|"בזמן"|"104"
"2015"|"2"|"הוד השרון"|"איחור"|"10"
"2015"|"2"|"הוד השרון"|"בזמן"|"1070"
"2015"|"2"|"הרצליה"|"איחור"|"102"
"2015"|"2"|"הרצליה"|"בזמן"|"2206"
"2015"|"2"|"הרצליה"|"הקדמה ביציאה"|"118"
"2015"|"2"|"חדרה מערב"|"איחור"|"55"
"2015"|"2"|"חדרה מערב"|"בזמן"|"1090"
"2015"|"2"|"חדרה מערב"|"הקדמה ביציאה"|"148"
"2015"|"2"|"חולון וולפסון"|"איחור"|"11"
"2015"|"2"|"חולון וולפסון"|"בזמן"|"1165"
"2015"|"2"|"חולון וולפסון"|"הקדמה ביציאה"|"3"
"2015"|"2"|"חוף הכרמל"|"איחור"|"115"
"2015"|"2"|"חוף הכרמל"|"בזמן"|"2819"
"2015"|"2"|"חוף הכרמל"|"הקדמה ביציאה"|"281"
"2015"|"2"|"חוצות מפרץ"|"איחור"|"30"
"2015"|"2"|"חוצות מפרץ"|"בזמן"|"1045"
"2015"|"2"|"חוצות מפרץ"|"הקדמה ביציאה"|"77"
"2015"|"2"|"חיפה מרכז"|"איחור"|"106"
"2015"|"2"|"חיפה מרכז"|"בזמן"|"3000"
"2015"|"2"|"חיפה מרכז"|"הקדמה ביציאה"|"257"
"2015"|"2"|"יבנה מזרח"|"איחור"|"11"
"2015"|"2"|"יבנה מזרח"|"בזמן"|"320"
"2015"|"2"|"יבנה מזרח"|"הקדמה ביציאה"|"280"
"2015"|"2"|"יבנה מערב"|"איחור"|"8"
"2015"|"2"|"יבנה מערב"|"בזמן"|"935"
"2015"|"2"|"יבנה מערב"|"הקדמה ביציאה"|"14"
"2015"|"2"|"כפר חבד"|"איחור"|"12"
"2015"|"2"|"כפר חבד"|"בזמן"|"663"
"2015"|"2"|"כפר חבד"|"הקדמה ביציאה"|"5"
"2015"|"2"|"כפר סבא"|"איחור"|"12"
"2015"|"2"|"כפר סבא"|"בזמן"|"1522"
"2015"|"2"|"כפר סבא"|"הקדמה ביציאה"|"1"
"2015"|"2"|"לא ידוע קוד 6500"|"איחור"|"7"
"2015"|"2"|"לא ידוע קוד 6500"|"בזמן"|"128"
"2015"|"2"|"לא ידוע קוד 6500"|"הקדמה ביציאה"|"50"
"2015"|"2"|"לא ידוע קוד 6700"|"איחור"|"15"
"2015"|"2"|"לא ידוע קוד 6700"|"בזמן"|"318"
"2015"|"2"|"לא ידוע קוד 6700"|"הקדמה ביציאה"|"1"
"2015"|"2"|"לא ידוע קוד 800"|"איחור"|"62"
"2015"|"2"|"לא ידוע קוד 800"|"בזמן"|"1802"
"2015"|"2"|"לא ידוע קוד 800"|"הקדמה ביציאה"|"889"
"2015"|"2"|"להבים רהט"|"איחור"|"23"
"2015"|"2"|"להבים רהט"|"בזמן"|"700"
"2015"|"2"|"להבים רהט"|"הקדמה ביציאה"|"24"
"2015"|"2"|"לוד"|"איחור"|"106"
"2015"|"2"|"לוד"|"בזמן"|"3321"
"2015"|"2"|"לוד"|"הקדמה ביציאה"|"58"
"2015"|"2"|"לוד גני אביב"|"איחור"|"19"
"2015"|"2"|"לוד גני אביב"|"בזמן"|"432"
"2015"|"2"|"לוד גני אביב"|"הקדמה ביציאה"|"266"
"2015"|"2"|"מודיעין מרכז"|"איחור"|"20"
"2015"|"2"|"מודיעין מרכז"|"בזמן"|"1411"
"2015"|"2"|"מרכזית מפרץ-חוף"|"איחור"|"62"
"2015"|"2"|"מרכזית מפרץ-חוף"|"בזמן"|"1938"
"2015"|"2"|"מרכזית מפרץ-חוף"|"הקדמה ביציאה"|"572"
"2015"|"2"|"נהרייה"|"איחור"|"39"
"2015"|"2"|"נהרייה"|"בזמן"|"1874"
"2015"|"2"|"נהרייה"|"הקדמה ביציאה"|"20"
"2015"|"2"|"נתב"ג"|"איחור"|"42"
"2015"|"2"|"נתב"ג"|"בזמן"|"1504"
"2015"|"2"|"נתב"ג"|"הקדמה ביציאה"|"197"
"2015"|"2"|"נתיבות"|"איחור"|"5"
"2015"|"2"|"נתיבות"|"בזמן"|"332"
"2015"|"2"|"נתניה"|"איחור"|"53"
"2015"|"2"|"נתניה"|"בזמן"|"1889"
"2015"|"2"|"נתניה"|"הקדמה ביציאה"|"141"
"2015"|"2"|"סגולה"|"איחור"|"12"
"2015"|"2"|"סגולה"|"בזמן"|"1575"
"2015"|"2"|"סגולה"|"הקדמה ביציאה"|"5"
"2015"|"2"|"עכו"|"איחור"|"62"
"2015"|"2"|"עכו"|"בזמן"|"2108"
"2015"|"2"|"עכו"|"הקדמה ביציאה"|"189"
"2015"|"2"|"עתלית"|"איחור"|"24"
"2015"|"2"|"עתלית"|"בזמן"|"541"
"2015"|"2"|"עתלית"|"הקדמה ביציאה"|"163"
"2015"|"2"|"פאתי מודיעין"|"איחור"|"20"
"2015"|"2"|"פאתי מודיעין"|"בזמן"|"1204"
"2015"|"2"|"פאתי מודיעין"|"הקדמה ביציאה"|"255"
"2015"|"2"|"צומת חולון"|"איחור"|"12"
"2015"|"2"|"צומת חולון"|"בזמן"|"1093"
"2015"|"2"|"צומת חולון"|"הקדמה ביציאה"|"48"
"2015"|"2"|"קיסריה פרדס חנה"|"איחור"|"42"
"2015"|"2"|"קיסריה פרדס חנה"|"בזמן"|"803"
"2015"|"2"|"קיסריה פרדס חנה"|"הקדמה ביציאה"|"132"
"2015"|"2"|"קרית אריה"|"איחור"|"40"
"2015"|"2"|"קרית אריה"|"בזמן"|"12"
"2015"|"2"|"קרית אריה"|"הקדמה ביציאה"|"865"
"2015"|"2"|"קרית גת"|"איחור"|"31"
"2015"|"2"|"קרית גת"|"בזמן"|"969"
"2015"|"2"|"קרית גת"|"הקדמה ביציאה"|"17"
"2015"|"2"|"קרית חיים"|"איחור"|"37"
"2015"|"2"|"קרית חיים"|"בזמן"|"1182"
"2015"|"2"|"קרית חיים"|"הקדמה ביציאה"|"398"
"2015"|"2"|"ראש העין צפון"|"איחור"|"14"
"2015"|"2"|"ראש העין צפון"|"בזמן"|"1524"
"2015"|"2"|"ראש העין צפון"|"הקדמה ביציאה"|"4"
"2015"|"2"|"ראשונים"|"איחור"|"8"
"2015"|"2"|"ראשונים"|"בזמן"|"591"
"2015"|"2"|"רחובות"|"איחור"|"26"
"2015"|"2"|"רחובות"|"בזמן"|"1272"
"2015"|"2"|"רחובות"|"הקדמה ביציאה"|"54"
"2015"|"2"|"רמלה"|"איחור"|"60"
"2015"|"2"|"רמלה"|"בזמן"|"562"
"2015"|"2"|"רמלה"|"הקדמה ביציאה"|"577"
"2015"|"2"|"רשל"צ משה דיין"|"איחור"|"11"
"2015"|"2"|"רשל"צ משה דיין"|"בזמן"|"1364"
"2015"|"2"|"רשל"צ משה דיין"|"הקדמה ביציאה"|"2"
"2015"|"2"|"שדרות"|"איחור"|"6"
"2015"|"2"|"שדרות"|"בזמן"|"870"
"2015"|"2"|"שדרות"|"הקדמה ביציאה"|"7"
"2015"|"2"|"תא אוניברסיטה"|"איחור"|"164"
"2015"|"2"|"תא אוניברסיטה"|"בזמן"|"5541"
"2015"|"2"|"תא אוניברסיטה"|"הקדמה ביציאה"|"265"
"2015"|"2"|"תל אביב ההגנה"|"איחור"|"193"
"2015"|"2"|"תל אביב ההגנה"|"בזמן"|"6121"
"2015"|"2"|"תל אביב ההגנה"|"הקדמה ביציאה"|"331"
"2015"|"2"|"תל אביב השלום"|"איחור"|"216"
"2015"|"2"|"תל אביב השלום"|"בזמן"|"5835"
"2015"|"2"|"תל אביב השלום"|"הקדמה ביציאה"|"325"
"2015"|"2"|"תל אביב מרכז"|"איחור"|"260"
"2015"|"2"|"תל אביב מרכז"|"בזמן"|"5239"
"2015"|"2"|"תל אביב מרכז"|"הקדמה ביציאה"|"834"
"2015"|"3"|"אשדוד עד הלום"|"איחור"|"20"
"2015"|"3"|"אשדוד עד הלום"|"בזמן"|"1773"
"2015"|"3"|"אשדוד עד הלום"|"הקדמה ביציאה"|"15"
"2015"|"3"|"אשקלון"|"איחור"|"18"
"2015"|"3"|"אשקלון"|"בזמן"|"1966"
"2015"|"3"|"אשקלון"|"הקדמה ביציאה"|"12"
"2015"|"3"|"באר יעקב"|"איחור"|"22"
"2015"|"3"|"באר יעקב"|"בזמן"|"1132"
"2015"|"3"|"באר יעקב"|"הקדמה ביציאה"|"26"
"2015"|"3"|"באר שבע מרכז"|"איחור"|"42"
"2015"|"3"|"באר שבע מרכז"|"בזמן"|"1160"
"2015"|"3"|"באר שבע צפון"|"איחור"|"49"
"2015"|"3"|"באר שבע צפון"|"בזמן"|"1212"
"2015"|"3"|"באר שבע צפון"|"הקדמה ביציאה"|"57"
"2015"|"3"|"בית יהושע"|"איחור"|"48"
"2015"|"3"|"בית יהושע"|"בזמן"|"1986"
"2015"|"3"|"בית יהושע"|"הקדמה ביציאה"|"57"
"2015"|"3"|"בית שמש"|"איחור"|"38"
"2015"|"3"|"בית שמש"|"בזמן"|"470"
"2015"|"3"|"בית שמש"|"הקדמה ביציאה"|"13"
"2015"|"3"|"בני ברק"|"איחור"|"20"
"2015"|"3"|"בני ברק"|"בזמן"|"1505"
"2015"|"3"|"בני ברק"|"הקדמה ביציאה"|"97"
"2015"|"3"|"בנימינה"|"איחור"|"90"
"2015"|"3"|"בנימינה"|"בזמן"|"2224"
"2015"|"3"|"בנימינה"|"הקדמה ביציאה"|"406"
"2015"|"3"|"בת גלים"|"איחור"|"71"
"2015"|"3"|"בת גלים"|"בזמן"|"3139"
"2015"|"3"|"בת גלים"|"הקדמה ביציאה"|"316"
"2015"|"3"|"בת ים יוספטל"|"איחור"|"14"
"2015"|"3"|"בת ים יוספטל"|"בזמן"|"990"
"2015"|"3"|"בת ים יוספטל"|"הקדמה ביציאה"|"58"
"2015"|"3"|"בת ים קוממיות"|"איחור"|"14"
"2015"|"3"|"בת ים קוממיות"|"בזמן"|"1173"
"2015"|"3"|"בת ים קוממיות"|"הקדמה ביציאה"|"4"
"2015"|"3"|"דימונה"|"איחור"|"2"
"2015"|"3"|"דימונה"|"בזמן"|"117"
"2015"|"3"|"הוד השרון"|"איחור"|"13"
"2015"|"3"|"הוד השרון"|"בזמן"|"1131"
"2015"|"3"|"הרצליה"|"איחור"|"91"
"2015"|"3"|"הרצליה"|"בזמן"|"2527"
"2015"|"3"|"הרצליה"|"הקדמה ביציאה"|"123"
"2015"|"3"|"חדרה מערב"|"איחור"|"49"
"2015"|"3"|"חדרה מערב"|"בזמן"|"1241"
"2015"|"3"|"חדרה מערב"|"הקדמה ביציאה"|"165"
"2015"|"3"|"חולון וולפסון"|"איחור"|"13"
"2015"|"3"|"חולון וולפסון"|"בזמן"|"1223"
"2015"|"3"|"חולון וולפסון"|"הקדמה ביציאה"|"4"
"2015"|"3"|"חוף הכרמל"|"איחור"|"99"
"2015"|"3"|"חוף הכרמל"|"בזמן"|"3108"
"2015"|"3"|"חוף הכרמל"|"הקדמה ביציאה"|"415"
"2015"|"3"|"חוצות מפרץ"|"איחור"|"15"
"2015"|"3"|"חוצות מפרץ"|"בזמן"|"1204"
"2015"|"3"|"חוצות מפרץ"|"הקדמה ביציאה"|"134"
"2015"|"3"|"חיפה מרכז"|"איחור"|"96"
"2015"|"3"|"חיפה מרכז"|"בזמן"|"3351"
"2015"|"3"|"חיפה מרכז"|"הקדמה ביציאה"|"302"
"2015"|"3"|"יבנה מזרח"|"איחור"|"12"
"2015"|"3"|"יבנה מזרח"|"בזמן"|"324"
"2015"|"3"|"יבנה מזרח"|"הקדמה ביציאה"|"312"
"2015"|"3"|"יבנה מערב"|"איחור"|"14"
"2015"|"3"|"יבנה מערב"|"בזמן"|"1009"
"2015"|"3"|"יבנה מערב"|"הקדמה ביציאה"|"20"
"2015"|"3"|"כפר חבד"|"איחור"|"18"
"2015"|"3"|"כפר חבד"|"בזמן"|"745"
"2015"|"3"|"כפר חבד"|"הקדמה ביציאה"|"6"
"2015"|"3"|"כפר סבא"|"איחור"|"19"
"2015"|"3"|"כפר סבא"|"בזמן"|"1632"
"2015"|"3"|"כפר סבא"|"הקדמה ביציאה"|"6"
"2015"|"3"|"לא ידוע קוד 6500"|"איחור"|"3"
"2015"|"3"|"לא ידוע קוד 6500"|"בזמן"|"157"
"2015"|"3"|"לא ידוע קוד 6500"|"הקדמה ביציאה"|"45"
"2015"|"3"|"לא ידוע קוד 6700"|"איחור"|"8"
"2015"|"3"|"לא ידוע קוד 6700"|"בזמן"|"357"
"2015"|"3"|"לא ידוע קוד 6700"|"הקדמה ביציאה"|"1"
"2015"|"3"|"לא ידוע קוד 800"|"איחור"|"46"
"2015"|"3"|"לא ידוע קוד 800"|"בזמן"|"1949"
"2015"|"3"|"לא ידוע קוד 800"|"הקדמה ביציאה"|"1059"
"2015"|"3"|"להבים רהט"|"איחור"|"33"
"2015"|"3"|"להבים רהט"|"בזמן"|"793"
"2015"|"3"|"להבים רהט"|"הקדמה ביציאה"|"63"
"2015"|"3"|"לוד"|"איחור"|"121"
"2015"|"3"|"לוד"|"בזמן"|"3768"
"2015"|"3"|"לוד"|"הקדמה ביציאה"|"100"
"2015"|"3"|"לוד גני אביב"|"איחור"|"21"
"2015"|"3"|"לוד גני אביב"|"בזמן"|"447"
"2015"|"3"|"לוד גני אביב"|"הקדמה ביציאה"|"365"
"2015"|"3"|"מודיעין מרכז"|"איחור"|"20"
"2015"|"3"|"מודיעין מרכז"|"בזמן"|"1545"
"2015"|"3"|"מרכזית מפרץ-חוף"|"איחור"|"39"
"2015"|"3"|"מרכזית מפרץ-חוף"|"בזמן"|"2093"
"2015"|"3"|"מרכזית מפרץ-חוף"|"הקדמה ביציאה"|"731"
"2015"|"3"|"נהרייה"|"איחור"|"28"
"2015"|"3"|"נהרייה"|"בזמן"|"2081"
"2015"|"3"|"נהרייה"|"הקדמה ביציאה"|"1"
"2015"|"3"|"נתב"ג"|"איחור"|"39"
"2015"|"3"|"נתב"ג"|"בזמן"|"1646"
"2015"|"3"|"נתב"ג"|"הקדמה ביציאה"|"247"
"2015"|"3"|"נתיבות"|"איחור"|"4"
"2015"|"3"|"נתיבות"|"בזמן"|"788"
"2015"|"3"|"נתניה"|"איחור"|"52"
"2015"|"3"|"נתניה"|"בזמן"|"2180"
"2015"|"3"|"נתניה"|"הקדמה ביציאה"|"143"
"2015"|"3"|"סגולה"|"איחור"|"14"
"2015"|"3"|"סגולה"|"בזמן"|"1706"
"2015"|"3"|"סגולה"|"הקדמה ביציאה"|"5"
"2015"|"3"|"עכו"|"איחור"|"41"
"2015"|"3"|"עכו"|"בזמן"|"2343"
"2015"|"3"|"עכו"|"הקדמה ביציאה"|"203"
"2015"|"3"|"עתלית"|"איחור"|"14"
"2015"|"3"|"עתלית"|"בזמן"|"604"
"2015"|"3"|"עתלית"|"הקדמה ביציאה"|"216"
"2015"|"3"|"פאתי מודיעין"|"איחור"|"19"
"2015"|"3"|"פאתי מודיעין"|"בזמן"|"1291"
"2015"|"3"|"פאתי מודיעין"|"הקדמה ביציאה"|"310"
"2015"|"3"|"צומת חולון"|"איחור"|"14"
"2015"|"3"|"צומת חולון"|"בזמן"|"1157"
"2015"|"3"|"צומת חולון"|"הקדמה ביציאה"|"56"
"2015"|"3"|"קיסריה פרדס חנה"|"איחור"|"31"
"2015"|"3"|"קיסריה פרדס חנה"|"בזמן"|"904"
